voters_number,p_005,p_001
452,0.07964601769911504,0.4336283185840708
453,0.08609271523178808,0.4392935982339956
454,0.08370044052863436,0.43612334801762115
455,0.07692307692307693,0.42857142857142855
456,0.07894736842105263,0.4298245614035088
457,0.08533916849015317,0.43544857768052514
458,0.08296943231441048,0.43231441048034935
459,0.08496732026143791,0.4335511982570806
460,0.043478260869565216,0.391304347826087
461,0.08459869848156182,0.4316702819956616
462,0.08225108225108226,0.42857142857142855
463,0.08423326133909287,0.4298056155507559
464,0.07758620689655173,0.4224137931034483
465,0.07526881720430108,0.41935483870967744
466,0.0815450643776824,0.4248927038626609
467,0.0835117773019272,0.4261241970021413
468,0.07692307692307693,0.4188034188034188
469,0.08315565031982942,0.42430703624733473
470,0.06382978723404255,0.40425531914893614
471,0.08280254777070063,0.42250530785562634
472,0.07627118644067797,0.4152542372881356
473,0.0824524312896406,0.42071881606765327
474,0.08016877637130802,0.4177215189873418
475,0.07368421052631578,0.3684210526315789
476,0.07563025210084033,0.4117647058823529
477,0.08176100628930817,0.4171907756813417
478,0.0794979079497908,0.41422594142259417
479,0.081419624217119,0.4154488517745303
480,0.041666666666666664,0.375
481,0.08108108108108109,0.41372141372141374
482,0.07883817427385892,0.4107883817427386
483,0.08074534161490683,0.41200828157349895
484,0.0743801652892562,0.4049586776859504
485,0.07216494845360824,0.4020618556701031
486,0.07818930041152264,0.4074074074074074
487,0.08008213552361396,0.4086242299794661
488,0.07377049180327869,0.4016393442622951
489,0.07975460122699386,0.4069529652351738
490,0.061224489795918366,0.3877551020408163
491,0.07942973523421588,0.40529531568228105
492,0.07317073170731707,0.3983739837398374
493,0.07910750507099391,0.40365111561866124
494,0.07692307692307693,0.4008097165991903
495,0.0707070707070707,0.3939393939393939
496,0.07258064516129033,0.3951612903225806
497,0.07847082494969819,0.40040241448692154
498,0.07630522088353414,0.39759036144578314
499,0.0781563126252505,0.39879759519038077
500,0.04,0.2
501,0.07784431137724551,0.3972055888223553
502,0.07569721115537849,0.3944223107569721
503,0.0775347912524851,0.3956262425447316
504,0.07142857142857142,0.3888888888888889
505,0.06930693069306931,0.38613861386138615
506,0.07509881422924901,0.391304347826087
507,0.07692307692307693,0.39250493096646943
508,0.07086614173228346,0.3858267716535433
509,0.07662082514734773,0.39096267190569745
510,0.058823529411764705,0.37254901960784315
511,0.07632093933463796,0.38943248532289626
512,0.0703125,0.3828125
513,0.07602339181286549,0.38791423001949316
514,0.07392996108949416,0.3852140077821012
515,0.06796116504854369,0.3786407766990291
516,0.06976744186046512,0.3798449612403101
517,0.07543520309477757,0.3849129593810445
518,0.07335907335907337,0.38223938223938225
519,0.07514450867052024,0.3834296724470135
520,0.038461538461538464,0.34615384615384615
521,0.07485604606525911,0.381957773512476
522,0.07279693486590039,0.3793103448275862
523,0.0745697896749522,0.38049713193116635
524,0.06870229007633588,0.37404580152671757
525,0.06666666666666667,0.3333333333333333
526,0.07224334600760456,0.376425855513308
527,0.07400379506641366,0.3776091081593928
528,0.06818181818181818,0.3712121212121212
529,0.07372400756143667,0.3761814744801512
530,0.05660377358490566,0.3584905660377358
531,0.07344632768361582,0.3747645951035782
532,0.06766917293233082,0.3684210526315789
533,0.07317073170731707,0.37335834896810505
534,0.07116104868913857,0.3707865168539326
535,0.06542056074766354,0.3644859813084112
536,0.06716417910447761,0.3656716417910448
537,0.07262569832402235,0.37057728119180633
538,0.07063197026022305,0.3680297397769517
539,0.07235621521335807,0.3692022263450835
540,0.037037037037037035,0.3333333333333333
541,0.07208872458410351,0.3678373382624769
542,0.07011070110701106,0.36531365313653136
543,0.0718232044198895,0.3664825046040516
544,0.0661764705882353,0.3602941176470588
545,0.06422018348623854,0.3577981651376147
546,0.0695970695970696,0.3626373626373626
547,0.0712979890310786,0.36380255941499084
548,0.06569343065693431,0.35766423357664234
549,0.07103825136612021,0.36247723132969034
550,0.05454545454545454,0.2727272727272727
551,0.07078039927404718,0.36116152450090744
552,0.06521739130434782,0.35507246376811596
553,0.0705244122965642,0.35985533453887886
554,0.06859205776173286,0.3574007220216607
555,0.06306306306306306,0.35135135135135137
556,0.06474820143884892,0.35251798561151076
557,0.07001795332136446,0.35727109515260325
558,0.06810035842293907,0.3548387096774194
559,0.06976744186046512,0.3559928443649374
560,0.03571428571428571,0.32142857142857145
561,0.06951871657754011,0.35472370766488415
562,0.06761565836298933,0.35231316725978645
563,0.06927175843694494,0.35346358792184723
564,0.06382978723404255,0.3475177304964539
565,0.061946902654867256,0.34513274336283184
566,0.06713780918727916,0.3498233215547703
567,0.06878306878306878,0.3509700176366843
568,0.06338028169014084,0.34507042253521125
569,0.06854130052724078,0.34973637961335674
570,0.05263157894736842,0.3333333333333333
571,0.06830122591943957,0.34851138353765326
572,0.06293706293706294,0.34265734265734266
573,0.06806282722513089,0.3472949389179756
574,0.06620209059233449,0.34494773519163763
575,0.06086956521739131,0.30434782608695654
576,0.0625,0.3402777777777778
577,0.06759098786828423,0.34488734835355284
578,0.0657439446366782,0.34256055363321797
579,0.06735751295336788,0.3436960276338515
580,0.034482758620689655,0.3103448275862069
581,0.06712564543889846,0.342512908777969
582,0.06529209621993128,0.3402061855670103
583,0.06689536878216124,0.34133790737564323
584,0.06164383561643835,0.3356164383561644
585,0.05982905982905983,0.3333333333333333
586,0.06484641638225255,0.3378839590443686
587,0.06643952299829642,0.3390119250425894
588,0.061224489795918366,0.3333333333333333
589,0.06621392190152801,0.3378607809847199
590,0.05084745762711865,0.3220338983050847
591,0.06598984771573604,0.33671742808798644
592,0.060810810810810814,0.3310810810810811
593,0.0657672849915683,0.33558178752107926
594,0.06397306397306397,0.3333333333333333
595,0.058823529411764705,0.3277310924369748
596,0.06040268456375839,0.3288590604026846
597,0.06532663316582915,0.3333333333333333
598,0.06354515050167224,0.3311036789297659
599,0.0651085141903172,0.332220367278798
600,0.03333333333333333,0.16666666666666666
601,0.064891846921797,0.33111480865224624
602,0.06312292358803986,0.3289036544850498
603,0.06467661691542288,0.33001658374792703
604,0.059602649006622516,0.32450331125827814
605,0.05785123966942149,0.32231404958677684
606,0.0627062706270627,0.32673267326732675
607,0.0642504118616145,0.32784184514003295
608,0.05921052631578947,0.3223684210526316
609,0.06403940886699508,0.32676518883415434
610,0.04918032786885246,0.3114754098360656
611,0.06382978723404255,0.32569558101472995
612,0.058823529411764705,0.3202614379084967
613,0.0636215334420881,0.32463295269168024
614,0.06188925081433225,0.32247557003257327
615,0.056910569105691054,0.3170731707317073
616,0.05844155844155844,0.3181818181818182
617,0.06320907617504051,0.3225283630470016
618,0.061488673139158574,0.32038834951456313
619,0.0630048465266559,0.32148626817447495
620,0.03225806451612903,0.2903225806451613
621,0.06280193236714976,0.32045088566827695
622,0.06109324758842444,0.3183279742765273
623,0.06260032102728733,0.31942215088282505
624,0.057692307692307696,0.3141025641025641
625,0.056,0.28
626,0.06070287539936102,0.31629392971246006
627,0.06220095693779904,0.31738437001594894
628,0.05732484076433121,0.31210191082802546
629,0.06200317965023847,0.3163751987281399
630,0.047619047619047616,0.30158730158730157
631,0.061806656101426306,0.3153724247226624
632,0.056962025316455694,0.310126582278481
633,0.061611374407582936,0.31437598736176936
634,0.05993690851735016,0.31230283911671924
635,0.05511811023622047,0.30708661417322836
636,0.05660377358490566,0.3081761006289308
637,0.061224489795918366,0.31240188383045525
638,0.05956112852664577,0.3103448275862069
639,0.06103286384976526,0.3114241001564945
640,0.03125,0.28125
641,0.060842433697347896,0.31045241809672386
642,0.059190031152647975,0.308411214953271
643,0.060653188180404355,0.3094867807153966
644,0.055900621118012424,0.30434782608695654
645,0.05426356589147287,0.3023255813953488
646,0.058823529411764705,0.3065015479876161
647,0.06027820710973725,0.3075734157650695
648,0.05555555555555555,0.30246913580246915
649,0.060092449922958396,0.3066255778120185
650,0.046153846153846156,0.23076923076923078
651,0.059907834101382486,0.30568356374807987
652,0.05521472392638037,0.3006134969325153
653,0.05972434915773354,0.30474732006125577
654,0.0581039755351682,0.30275229357798167
655,0.05343511450381679,0.29770992366412213
656,0.054878048780487805,0.29878048780487804
657,0.0593607305936073,0.3028919330289193
658,0.057750759878419454,0.3009118541033435
659,0.05918057663125948,0.30197268588770865
660,0.030303030303030304,0.2727272727272727
661,0.059001512859304085,0.3010590015128593
662,0.05740181268882175,0.2990936555891239
663,0.058823529411764705,0.30015082956259426
664,0.05421686746987952,0.29518072289156627
665,0.05263157894736842,0.2932330827067669
666,0.057057057057057055,0.2972972972972973
667,0.05847076461769116,0.2983508245877061
668,0.05389221556886228,0.2934131736526946
669,0.05829596412556054,0.2974588938714499
670,0.04477611940298507,0.2835820895522388
671,0.05812220566318927,0.2965722801788376
672,0.05357142857142857,0.2916666666666667
673,0.05794947994056464,0.29569093610698366
674,0.05637982195845697,0.29376854599406527
675,0.05185185185185185,0.25925925925925924
676,0.05325443786982249,0.28994082840236685
677,0.05760709010339734,0.29394387001477107
678,0.05604719764011799,0.2920353982300885
679,0.05743740795287187,0.2930780559646539
680,0.029411764705882353,0.2647058823529412
681,0.05726872246696035,0.2922173274596182
682,0.05571847507331378,0.2903225806451613
683,0.05710102489019034,0.2913616398243045
684,0.05263157894736842,0.28654970760233917
685,0.051094890510948905,0.2846715328467153
686,0.05539358600583091,0.2886297376093295
687,0.056768558951965066,0.28966521106259097
688,0.05232558139534884,0.28488372093023256
689,0.05660377358490566,0.2888243831640058
690,0.043478260869565216,0.2753623188405797
691,0.056439942112879886,0.28798842257597684
692,0.05202312138728324,0.2832369942196532
693,0.05627705627705628,0.28715728715728717
694,0.05475504322766571,0.28530259365994237
695,0.050359712230215826,0.2805755395683453
696,0.05172413793103448,0.28160919540229884
697,0.05595408895265423,0.2855093256814921
698,0.054441260744985676,0.2836676217765043
699,0.055793991416309016,0.28469241773962806
700,0.02857142857142857,0.14285714285714285
701,0.05563480741797432,0.2838801711840228
702,0.05413105413105413,0.28205128205128205
703,0.05547652916073969,0.283072546230441
704,0.05113636363636364,0.2784090909090909
705,0.04964539007092199,0.2765957446808511
706,0.053824362606232294,0.2804532577903683
707,0.055162659123055166,0.2814710042432815
708,0.05084745762711865,0.2768361581920904
709,0.05500705218617771,0.28067700987306066
710,0.04225352112676056,0.2676056338028169
711,0.05485232067510549,0.279887482419128
712,0.05056179775280899,0.2752808988764045
713,0.0546984572230014,0.2791023842917251
714,0.05322128851540616,0.2773109243697479
715,0.04895104895104895,0.2727272727272727
716,0.05027932960893855,0.2737430167597765
717,0.05439330543933055,0.2775453277545328
718,0.052924791086350974,0.2757660167130919
719,0.054242002781641166,0.2767732962447844
720,0.027777777777777776,0.25
721,0.05409153952843273,0.27600554785020803
722,0.05263157894736842,0.2742382271468144
723,0.05394190871369295,0.2752420470262794
724,0.049723756906077346,0.27071823204419887
725,0.04827586206896552,0.2413793103448276
726,0.05234159779614325,0.2727272727272727
727,0.05364511691884457,0.2737276478679505
728,0.04945054945054945,0.2692307692307692
729,0.053497942386831275,0.2729766803840878
730,0.0410958904109589,0.2602739726027397
731,0.0533515731874145,0.2722298221614227
732,0.04918032786885246,0.2677595628415301
733,0.05320600272851296,0.27148703956343795
734,0.051771117166212535,0.26975476839237056
735,0.047619047619047616,0.2653061224489796
736,0.04891304347826087,0.266304347826087
737,0.052917232021709636,0.2700135685210312
738,0.051490514905149054,0.2682926829268293
739,0.05277401894451962,0.2692828146143437
740,0.02702702702702703,0.24324324324324326
741,0.05263157894736842,0.26855600539811064
742,0.05121293800539083,0.2668463611859838
743,0.052489905787348586,0.26783310901749663
744,0.04838709677419355,0.26344086021505375
745,0.04697986577181208,0.26174496644295303
746,0.05093833780160858,0.26541554959785524
747,0.05220883534136546,0.26639892904953144
748,0.0481283422459893,0.2620320855614973
749,0.0520694259012016,0.2656875834445928
750,0.04,0.2
751,0.05193075898801598,0.26498002663115844
752,0.047872340425531915,0.26063829787234044
753,0.05179282868525897,0.2642762284196547
754,0.050397877984084884,0.2625994694960212
755,0.046357615894039736,0.2582781456953642
756,0.047619047619047616,0.25925925925925924
757,0.05151915455746367,0.2628797886393659
758,0.05013192612137203,0.2612137203166227
759,0.05138339920948617,0.2621870882740448
760,0.02631578947368421,0.23684210526315788
761,0.051248357424441525,0.2614980289093298
762,0.049868766404199474,0.25984251968503935
763,0.05111402359108781,0.2608125819134993
764,0.04712041884816754,0.25654450261780104
765,0.0457516339869281,0.2549019607843137
766,0.04960835509138381,0.2584856396866841
767,0.05084745762711865,0.25945241199478486
768,0.046875,0.2552083333333333
769,0.05071521456436931,0.258777633289987
770,0.03896103896103896,0.24675324675324675
771,0.05058365758754864,0.25810635538262
772,0.046632124352331605,0.2538860103626943
773,0.050452781371280724,0.2574385510996119
774,0.04909560723514212,0.2558139534883721
775,0.04516129032258064,0.22580645161290322
776,0.04639175257731959,0.25257731958762886
777,0.05019305019305019,0.25611325611325614
778,0.04884318766066838,0.2544987146529563
779,0.05006418485237484,0.2554557124518614
780,0.02564102564102564,0.23076923076923078
781,0.0499359795134443,0.25480153649167736
782,0.04859335038363171,0.2531969309462916
783,0.04980842911877394,0.2541507024265645
784,0.04591836734693878,0.25
785,0.044585987261146494,0.2484076433121019
786,0.04834605597964377,0.25190839694656486
787,0.04955527318932656,0.25285895806861497
788,0.04568527918781726,0.24873096446700507
789,0.049429657794676805,0.2522179974651457
790,0.0379746835443038,0.24050632911392406
791,0.0493046776232617,0.2515802781289507
792,0.045454545454545456,0.2474747474747475
793,0.04918032786885246,0.2509457755359395
794,0.04785894206549118,0.24937027707808565
795,0.0440251572327044,0.24528301886792453
796,0.04522613065326633,0.24623115577889448
797,0.04893350062735257,0.24968632371392724
798,0.047619047619047616,0.24812030075187969
799,0.04881101376720901,0.2490613266583229
800,0.025,0.125
801,0.04868913857677903,0.2484394506866417
802,0.04738154613466334,0.24688279301745636
803,0.048567870485678705,0.24782067247820672
804,0.04477611940298507,0.24378109452736318
805,0.043478260869565216,0.2422360248447205
806,0.04714640198511166,0.2456575682382134
807,0.048327137546468404,0.24659231722428748
808,0.04455445544554455,0.24257425742574257
809,0.048207663782447466,0.24598269468479605
810,0.037037037037037035,0.2345679012345679
811,0.04808877928483354,0.24537607891491986
812,0.04433497536945813,0.2413793103448276
813,0.04797047970479705,0.24477244772447723
814,0.04668304668304668,0.24324324324324326
815,0.04294478527607362,0.2392638036809816
816,0.04411764705882353,0.24019607843137256
817,0.04773561811505508,0.24357405140758873
818,0.04645476772616137,0.24205378973105135
819,0.047619047619047616,0.24297924297924298
820,0.024390243902439025,0.21951219512195122
821,0.047503045066991476,0.24238733252131547
822,0.046228710462287104,0.24087591240875914
823,0.04738760631834751,0.24179829890643986
824,0.043689320388349516,0.23786407766990292
825,0.04242424242424243,0.21212121212121213
826,0.04600484261501211,0.2397094430992736
827,0.0471584038694075,0.24062877871825877
828,0.043478260869565216,0.23671497584541062
829,0.047044632086851626,0.24004825090470447
830,0.03614457831325301,0.2289156626506024
831,0.04693140794223827,0.2394705174488568
832,0.04326923076923077,0.23557692307692307
833,0.0468187274909964,0.2388955582232893
